contract_number;client_id;phone_id;color_id;merchant_id;price;date_purch;qu_inst;inst
23;17272;1315570;21;56;14879;21.01.2018;6;2480
24;19851;603203;2;56;3816;24.01.2018;12;318
25;62775;1277975;23;56;15401;25.01.2018;12;1284
26;62564;543453;9;56;6107;27.01.2018;12;509
27;76410;1192401;17;56;15406;28.01.2018;6;2568
28;78901;1661048;20;56;6671;30.01.2018;12;556
29;41692;975930;23;56;2755;31.01.2018;12;230
30;64350;1130376;18;56;4156;01.02.2018;6;693
31;89277;1192401;20;56;15454;02.02.2018;6;2576
32;85439;1273023;19;56;7547;03.02.2018;6;1258
33;43868;1315574;21;56;16189;03.02.2018;6;2699
34;36743;543453;23;56;5916;05.02.2018;6;986
35;31990;543453;18;56;6205;06.02.2018;6;1035
36;91176;543453;20;56;5840;06.02.2018;6;974
37;112122;1315635;19;56;15342;06.02.2018;12;1279
38;69892;756658;18;56;8185;07.02.2018;12;683
39;6680;1518299;18;56;9987;07.02.2018;6;1665
40;6124;1342586;20;56;6430;12.02.2018;6;1072
41;14052;975930;23;56;3152;12.02.2018;6;526
42;58183;1518299;18;56;9781;12.02.2018;6;1631
43;90753;1437877;23;56;6157;13.02.2018;12;514
44;108128;1078250;21;56;10499;13.02.2018;6;1750
45;102102;975930;18;56;2945;15.02.2018;6;491
46;36353;887536;9;56;7471;15.02.2018;6;1246
47;13481;756658;18;56;8161;16.02.2018;12;681
48;110928;1450958;20;56;8823;17.02.2018;12;736
49;34288;1437890;17;56;7539;18.02.2018;6;1257
50;79927;1642852;8;56;6580;18.02.2018;6;1097
51;15694;1273175;23;56;9185;19.02.2018;12;766
52;23102;1082893;23;56;10327;19.02.2018;6;1722
53;42992;190241;6;56;4061;21.02.2018;12;339
54;73551;1518386;18;56;10815;22.02.2018;12;902
55;88213;975930;23;56;3070;25.02.2018;12;256
56;84508;1206206;23;56;17323;26.02.2018;6;2888
57;72456;1500377;23;56;4941;26.02.2018;12;412
58;57299;1518299;19;56;9591;26.02.2018;6;1599
59;77510;1315574;21;56;16070;28.02.2018;6;2679
60;98419;887536;18;56;7568;02.03.2018;6;1262
61;33982;1315570;9;56;14591;03.03.2018;6;2432
62;23125;1135218;9;56;6406;03.03.2018;12;534
63;7721;975930;9;56;2793;04.03.2018;12;233
64;79532;1078250;17;56;10229;04.03.2018;6;1705
65;54856;1130456;17;56;5869;04.03.2018;12;490
66;75724;1701611;23;56;9378;05.03.2018;6;1563
67;88772;1273023;19;56;7525;05.03.2018;6;1255
68;103385;1082893;17;56;10233;07.03.2018;12;853
69;54609;1642852;8;56;6568;08.03.2018;12;548
70;66635;1192401;23;56;15174;08.03.2018;6;2529
71;41091;1437890;23;56;7480;08.03.2018;12;624
72;102861;1342586;20;56;6497;09.03.2018;12;542
73;66582;1082893;9;56;10523;10.03.2018;12;877
74;52495;975930;9;56;3165;10.03.2018;6;528
75;40310;1078250;12;56;10421;11.03.2018;6;1737
76;6086;543453;9;56;6015;11.03.2018;12;502
77;89269;1082893;4;56;10539;11.03.2018;6;1757
78;79138;190241;23;56;4311;12.03.2018;12;360
79;13204;1014066;17;56;6771;12.03.2018;12;565
80;15020;1642852;2;56;6611;14.03.2018;6;1102
81;6424;1526820;8;56;60149;14.03.2018;12;5013
82;20390;1082893;18;56;10553;16.03.2018;6;1759
83;41644;1135218;18;56;6365;17.03.2018;12;531
84;67828;543453;23;56;6019;17.03.2018;6;1004
85;68994;1437877;20;56;6346;18.03.2018;12;529
86;18842;1701611;8;56;9241;18.03.2018;6;1541
87;54438;190241;8;56;4271;21.03.2018;6;712
88;64290;1206206;20;56;17378;21.03.2018;12;1449
89;63343;1453454;9;56;5764;21.03.2018;6;961
90;77544;1273175;19;56;9493;22.03.2018;6;1583
91;89207;1437877;20;56;6235;22.03.2018;12;520
92;92042;756614;9;56;6164;23.03.2018;6;1028
93;69858;1315635;19;56;15580;23.03.2018;12;1299
94;52983;1320168;23;56;6717;23.03.2018;12;560
95;43474;887536;9;56;7480;25.03.2018;12;624
96;113857;1130376;20;56;4186;25.03.2018;6;698
97;113046;1315635;23;56;15299;25.03.2018;6;2550
98;64242;1273023;23;56;7322;27.03.2018;6;1221
99;65020;1130376;23;56;4154;29.03.2018;12;347
100;50263;1082893;18;56;10331;29.03.2018;6;1722
101;30031;1315570;21;56;14998;01.04.2018;12;1250
102;20375;975930;23;56;2808;03.04.2018;12;234
103;67658;190241;6;56;4127;03.04.2018;12;344
104;29811;190241;20;56;4288;04.04.2018;6;715
105;112682;829692;19;56;6111;04.04.2018;12;510
106;8459;1437877;20;56;6128;05.04.2018;12;511
107;14816;1518299;19;56;9765;05.04.2018;6;1628
108;84142;1480979;17;56;7481;05.04.2018;6;1247
109;78013;1595246;20;56;25912;06.04.2018;6;4319
110;68439;1206206;20;56;17523;08.04.2018;6;2921
111;43883;1453454;21;56;5938;09.04.2018;12;495
112;38531;1518386;23;56;10935;10.04.2018;6;1823
113;72632;1595246;23;56;25474;10.04.2018;12;2123
114;64454;1082893;23;56;10339;10.04.2018;12;862
115;73696;887536;18;56;7440;12.04.2018;12;620
116;28758;1342586;9;56;6399;12.04.2018;12;534
117;17936;1320168;23;56;7120;13.04.2018;6;1187
118;31902;1429795;23;56;17649;14.04.2018;6;2942
119;86957;887536;9;56;7174;16.04.2018;12;598
120;99459;1320168;17;56;6770;16.04.2018;12;565
121;54671;1437890;23;56;7642;19.04.2018;6;1274
122;57295;829692;9;56;6224;20.04.2018;6;1038
123;10724;603203;18;56;3931;20.04.2018;12;328
124;4595;756658;23;56;8068;21.04.2018;6;1345
125;38785;190241;21;56;4218;22.04.2018;12;352
126;32992;190241;23;56;3867;24.04.2018;12;323
127;51893;1480979;17;56;7729;24.04.2018;12;645
128;60025;1342616;9;56;6057;24.04.2018;12;505
129;29348;1078250;21;56;10546;26.04.2018;12;879
130;105014;1082893;23;56;10493;29.04.2018;12;875
131;90856;1078250;20;56;10561;30.04.2018;12;881
132;5979;1559876;20;56;4543;30.04.2018;6;758
133;39961;1651721;12;56;4612;01.05.2018;12;385
134;55312;1315570;9;56;14826;01.05.2018;12;1236
135;62209;1135218;9;56;6709;02.05.2018;6;1119
136;46593;756614;18;56;6011;02.05.2018;6;1002
137;28817;1315635;9;56;15419;02.05.2018;12;1285
138;8576;756658;2;56;7826;03.05.2018;6;1305
139;40758;1500410;23;56;6132;04.05.2018;6;1022
140;101622;887536;18;56;7450;04.05.2018;6;1242
141;78171;1315570;21;56;14797;07.05.2018;6;2467
142;7443;543453;18;56;6077;07.05.2018;12;507
143;23638;756614;18;56;6313;08.05.2018;6;1053
144;33151;1500410;23;56;6057;08.05.2018;6;1010
145;12203;1192401;23;56;15376;10.05.2018;12;1282
146;14114;1082893;9;56;10492;10.05.2018;6;1749
147;46325;1480979;19;56;7691;12.05.2018;12;641
148;96149;756614;2;56;6152;12.05.2018;12;513
149;107843;1277975;12;56;15169;12.05.2018;6;2529
150;19372;1277975;21;56;15252;14.05.2018;6;2542
151;95261;1206206;20;56;17379;15.05.2018;12;1449
152;97504;1527863;20;56;17925;15.05.2018;12;1494
153;68516;190241;23;56;4035;16.05.2018;6;673
154;9705;1315574;23;56;16287;16.05.2018;6;2715
155;50413;975930;9;56;3155;16.05.2018;6;526
156;55693;190241;6;56;4114;20.05.2018;12;343
157;59242;1527863;2;56;18066;20.05.2018;6;3011
158;64122;1273023;19;56;7296;21.05.2018;6;1216
159;47264;1526820;8;56;60285;21.05.2018;12;5024
160;85796;1082893;17;56;10156;22.05.2018;6;1693
161;20377;829692;19;56;6201;23.05.2018;12;517
162;103015;1453454;9;56;5571;24.05.2018;6;929
163;103244;1273023;19;56;7224;24.05.2018;6;1204
164;114548;1518299;19;56;9625;25.05.2018;12;803
165;112132;190241;23;56;3930;26.05.2018;12;328
166;91672;1014066;9;56;6333;26.05.2018;6;1056
167;18848;1014066;17;56;6407;27.05.2018;12;534
168;14259;1342586;9;56;6203;28.05.2018;6;1034
169;90602;829692;17;56;6188;28.05.2018;12;516
170;56379;1453454;21;56;5866;29.05.2018;12;489
171;28393;1320168;20;56;6732;29.05.2018;6;1122
172;35156;1526820;8;56;60134;29.05.2018;6;10023
173;43795;1642852;2;56;6410;31.05.2018;12;535
174;88452;1320168;20;56;6779;02.06.2018;12;565
175;114492;1273175;9;56;9436;02.06.2018;12;787
176;23432;1277975;9;56;15339;03.06.2018;12;1279
177;54933;1342616;9;56;6082;04.06.2018;6;1014
178;69658;1315635;23;56;15592;04.06.2018;12;1300
179;65065;1277975;9;56;15364;06.06.2018;12;1281
180;53235;1315574;23;56;16341;06.06.2018;6;2724
181;101894;1082893;23;56;10304;08.06.2018;12;859
182;85748;603203;2;56;3864;09.06.2018;12;322
183;41125;1130424;23;56;5253;09.06.2018;6;876
184;19564;543453;9;56;6190;10.06.2018;12;516
185;66663;1518386;18;56;10891;10.06.2018;6;1816
186;55161;1130376;9;56;3979;10.06.2018;6;664
187;97065;190241;9;56;4090;13.06.2018;12;341
188;10108;190241;2;56;4251;13.06.2018;6;709
189;17421;1450958;23;56;8616;14.06.2018;12;718
190;44016;1518386;23;56;10736;15.06.2018;6;1790
191;98297;1273175;19;56;9163;15.06.2018;6;1528
192;2945;1014066;17;56;6670;15.06.2018;6;1112
193;741;1342616;9;56;6146;18.06.2018;6;1025
194;60941;1480979;20;56;7753;19.06.2018;12;647
195;17020;190241;6;56;4062;19.06.2018;12;339
196;30518;1130456;17;56;6200;20.06.2018;6;1034
197;17033;1500398;23;56;5930;21.06.2018;12;495
198;72343;1518386;23;56;11015;22.06.2018;6;1836
199;62163;1342616;20;56;6206;23.06.2018;12;518
200;104550;1595246;23;56;25912;23.06.2018;12;2160
201;100824;1500374;20;56;4027;24.06.2018;12;336
202;86589;603203;18;56;3844;25.06.2018;6;641
203;7937;1500377;20;56;4736;25.06.2018;12;395
204;39340;1315574;9;56;16119;26.06.2018;12;1344
205;64410;1192400;17;56;12247;27.06.2018;12;1021
206;28591;1192400;20;56;11938;30.06.2018;12;995
207;62919;1495160;23;56;11563;01.07.2018;6;1928
208;13875;1192401;23;56;15251;03.07.2018;12;1271
209;48779;1526820;20;56;60272;03.07.2018;12;5023
210;112092;1192401;17;56;15415;03.07.2018;6;2570
211;24931;1192401;17;56;15299;04.07.2018;12;1275
212;18002;1495160;20;56;11397;04.07.2018;12;950
213;56523;1535651;14;56;6514;04.07.2018;6;1086
214;49257;1480979;19;56;7663;07.07.2018;6;1278
215;65007;1429795;23;56;17645;09.07.2018;6;2941
216;85652;975930;18;56;3167;09.07.2018;6;528
217;32301;1642852;23;56;6774;10.07.2018;12;565
218;107694;1450958;17;56;9002;10.07.2018;12;751
219;50937;1078250;20;56;10575;11.07.2018;12;882
220;5241;1437890;23;56;7492;11.07.2018;12;625
221;97107;1518299;9;56;9898;12.07.2018;6;1650
222;86551;1450958;17;56;9010;13.07.2018;12;751
223;112873;1411201;9;56;7477;13.07.2018;6;1247
224;96709;756658;9;56;7945;14.07.2018;12;663
225;77492;1429795;21;56;17754;16.07.2018;12;1480
226;46019;1595246;2;56;25878;16.07.2018;6;4313
227;42009;1518386;23;56;11034;18.07.2018;12;920
228;62998;1078250;9;56;10262;19.07.2018;6;1711
229;104129;1273151;19;56;8735;19.07.2018;6;1456
230;115144;1014066;17;56;6336;19.07.2018;6;1056
231;65199;1315635;21;56;15518;20.07.2018;12;1294
232;64173;1277975;9;56;15466;21.07.2018;12;1289
233;31411;1082893;21;56;10284;23.07.2018;12;857
234;103324;1206206;17;56;17331;26.07.2018;12;1445
235;100275;1082893;15;56;10141;26.07.2018;6;1691
236;88840;1518386;23;56;10995;28.07.2018;12;917
237;43640;1518386;23;56;11045;28.07.2018;12;921
238;51450;1500398;23;56;5958;30.07.2018;6;993
239;51051;1315574;23;56;16098;02.08.2018;12;1342
240;104715;1518299;18;56;9578;02.08.2018;6;1597
241;101330;1500374;6;56;4243;03.08.2018;12;354
242;97262;1518299;9;56;9645;04.08.2018;12;804
243;24839;1206206;12;56;17106;04.08.2018;6;2851
244;76205;1495160;20;56;11445;05.08.2018;12;954
245;7333;1450958;23;56;8749;06.08.2018;6;1459
246;9936;1135218;23;56;6334;06.08.2018;6;1056
247;3667;1642852;23;56;6799;06.08.2018;6;1134
248;110325;1315574;19;56;16110;08.08.2018;6;2685
249;36907;1437890;17;56;7665;08.08.2018;12;639
250;64165;1014066;23;56;6509;08.08.2018;6;1085
251;89114;1701611;21;56;9036;09.08.2018;12;753
252;50723;1527863;8;56;17784;09.08.2018;6;2964
253;97217;1595246;2;56;25857;11.08.2018;6;4310
254;71708;1500410;23;56;6042;11.08.2018;6;1007
255;77742;1500410;20;56;6304;15.08.2018;6;1051
256;62938;1277975;9;56;15342;15.08.2018;6;2557
257;34144;190241;2;56;3913;15.08.2018;12;327
258;20127;190241;6;56;3946;17.08.2018;12;329
259;105197;1473308;23;56;14315;17.08.2018;6;2386
260;82807;1518386;23;56;10962;17.08.2018;12;914
261;99664;1342616;20;56;5981;21.08.2018;6;997
262;80572;1437890;9;56;7634;23.08.2018;6;1273
263;24582;1130456;17;56;6170;23.08.2018;6;1029
264;12831;1480979;20;56;7565;23.08.2018;12;631
265;11062;1315635;23;56;15274;24.08.2018;6;2546
266;102148;1559876;15;56;4265;25.08.2018;6;711
267;110642;1342586;21;56;6211;26.08.2018;6;1036
268;91339;1480979;19;56;7776;27.08.2018;12;648
269;66707;1527863;8;56;17977;28.08.2018;6;2997
270;81706;1130376;23;56;4186;29.08.2018;6;698
271;90894;1082893;21;56;10302;30.08.2018;6;1717
272;23045;1453454;20;56;5936;30.08.2018;6;990
273;33443;1500410;19;56;6106;30.08.2018;6;1018
274;103451;1192401;20;56;15234;31.08.2018;12;1270
275;35816;1480979;17;56;7496;02.09.2018;12;625
276;49365;1518299;9;56;9586;03.09.2018;12;799
277;104220;1535651;23;56;6828;03.09.2018;12;569
278;103466;1365257;21;56;5800;04.09.2018;6;967
279;97909;1277975;12;56;15261;05.09.2018;6;2544
280;11304;1206206;23;56;17277;05.09.2018;12;1440
281;4935;1130424;9;56;5423;06.09.2018;12;452
282;99099;543453;9;56;5985;06.09.2018;6;998
283;96045;1437877;23;56;6122;06.09.2018;12;511
284;104076;1277975;23;56;15384;06.09.2018;6;2564
285;60948;1429795;20;56;17501;06.09.2018;6;2917
286;56980;1559876;14;56;4384;06.09.2018;12;366
287;53818;1277975;23;56;15192;07.09.2018;12;1266
288;37951;1450958;20;56;8756;08.09.2018;12;730
289;44599;1130424;9;56;5203;09.09.2018;6;868
290;103541;1595246;23;56;25888;11.09.2018;12;2158
291;59888;1473308;20;56;14318;12.09.2018;6;2387
292;78924;1082893;9;56;10344;13.09.2018;6;1724
293;106254;1082893;23;56;10338;13.09.2018;12;862
294;61992;1651721;23;56;4775;14.09.2018;12;398
295;78359;543453;9;56;6132;15.09.2018;12;511
296;94198;1192400;23;56;12002;16.09.2018;12;1001
297;61624;1450958;20;56;8804;17.09.2018;12;734
298;54024;1315570;21;56;14908;17.09.2018;12;1243
299;71549;1518299;19;56;9600;18.09.2018;12;800
300;92971;1526820;23;56;60200;19.09.2018;12;5017
301;105371;1642852;8;56;6414;23.09.2018;6;1069
302;53608;1315570;23;56;14970;24.09.2018;12;1248
303;108877;1342586;23;56;6457;24.09.2018;6;1077
304;111634;1192400;23;56;11910;26.09.2018;12;993
305;104574;1701611;23;56;9233;26.09.2018;6;1539
306;99306;1277975;12;56;15489;26.09.2018;12;1291
307;52710;1535651;20;56;6774;27.09.2018;6;1129
308;16870;1437877;20;56;6258;29.09.2018;12;522
309;100723;1473308;20;56;14150;29.09.2018;12;1180
310;90846;1526820;18;56;60295;02.10.2018;6;10050
311;46468;1559876;15;56;4198;02.10.2018;12;350
312;84452;1429795;20;56;17744;03.10.2018;6;2958
313;62131;1500374;6;56;4240;03.10.2018;12;354
314;61262;1078250;23;56;10355;05.10.2018;6;1726
315;22155;1518386;23;56;11088;05.10.2018;6;1848
316;9562;1315570;23;56;14617;06.10.2018;6;2437
317;31751;1078250;18;56;10350;06.10.2018;6;1725
318;94194;1273175;23;56;9288;06.10.2018;12;774
319;106825;190241;20;56;4241;07.10.2018;6;707
320;114605;1315635;23;56;15447;07.10.2018;12;1288
321;57575;1130424;9;56;5066;08.10.2018;12;423
322;50627;603203;9;56;3712;08.10.2018;6;619
323;30037;1273175;9;56;9311;11.10.2018;6;1552
324;89104;1192401;20;56;15163;11.10.2018;6;2528
325;92003;1518299;23;56;9594;12.10.2018;12;800
326;45382;1082893;15;56;10393;13.10.2018;6;1733
327;10917;1192401;17;56;15278;13.10.2018;6;2547
328;73895;1342586;9;56;6426;14.10.2018;6;1071
329;15887;1526820;18;56;60458;15.10.2018;6;10077
330;35203;1082893;15;56;10494;17.10.2018;12;875
331;47824;1082893;21;56;10486;19.10.2018;12;874
332;77629;1135218;18;56;6527;19.10.2018;6;1088
333;13111;1082893;23;56;10287;20.10.2018;12;858
334;20276;1559876;15;56;4269;20.10.2018;12;356
335;108850;1535651;14;56;6844;20.10.2018;6;1141
336;132;1526820;18;56;60246;21.10.2018;6;10041
337;30079;1526820;20;56;60526;22.10.2018;6;10088
338;26318;1273151;9;56;9105;23.10.2018;6;1518
339;1419;1192400;23;56;12216;23.10.2018;6;2036
340;88300;1206206;23;56;17442;24.10.2018;12;1454
341;73023;1535651;23;56;6831;25.10.2018;12;570
342;75078;190241;20;56;4000;26.10.2018;6;667
343;30688;756658;9;56;8099;26.10.2018;12;675
344;1444;190241;8;56;4152;26.10.2018;6;692
345;20693;1518386;12;56;11090;29.10.2018;12;925
346;73112;1130376;9;56;4013;29.10.2018;12;335
347;69792;1315570;19;56;15029;30.10.2018;12;1253
348;28768;1651721;20;56;4719;30.10.2018;12;394
349;46720;1437890;23;56;7802;30.10.2018;12;651
350;29128;1130376;9;56;4065;31.10.2018;12;339
351;68937;1192401;20;56;15503;31.10.2018;6;2584
352;55041;1453454;21;56;5576;03.11.2018;6;930
353;34953;1206206;17;56;17353;04.11.2018;12;1447
354;70458;1206206;20;56;17197;05.11.2018;12;1434
355;94546;1315570;19;56;15019;05.11.2018;6;2504
356;88496;1526820;8;56;60295;08.11.2018;12;5025
357;48532;756658;2;56;7929;09.11.2018;6;1322
358;18491;1082893;4;56;10179;09.11.2018;12;849
359;38603;1437890;17;56;7531;10.11.2018;6;1256
360;1142;1078250;23;56;10328;11.11.2018;6;1722
361;42136;1437890;23;56;7731;13.11.2018;12;645
362;47481;1320168;23;56;6779;14.11.2018;6;1130
363;30598;603203;23;56;3924;14.11.2018;12;327
364;61402;1411201;9;56;7556;17.11.2018;12;630
365;80238;1500377;23;56;4981;18.11.2018;6;831
366;81137;1130376;23;56;4280;18.11.2018;12;357
367;18714;756614;9;56;6233;18.11.2018;6;1039
368;111511;756658;23;56;8193;19.11.2018;12;683
369;35836;1437890;23;56;7529;20.11.2018;12;628
370;94242;1078250;17;56;10570;20.11.2018;6;1762
371;69168;1277975;9;56;15428;20.11.2018;6;2572
372;11184;1342586;23;56;6289;22.11.2018;6;1049
373;107724;1518299;18;56;9823;22.11.2018;12;819
374;100388;756614;9;56;6335;23.11.2018;6;1056
375;73884;1495160;20;56;11540;24.11.2018;12;962
376;59663;1342586;9;56;6495;25.11.2018;12;542
377;12246;975930;23;56;3038;26.11.2018;6;507
378;2190;1277975;23;56;15351;26.11.2018;12;1280
379;1176;190241;9;56;3914;27.11.2018;12;327
380;16437;756658;2;56;7995;27.11.2018;6;1333
381;69935;1437877;23;56;6477;27.11.2018;12;540
382;69388;1082893;23;56;10373;28.11.2018;6;1729
383;65038;1535651;20;56;6502;29.11.2018;12;542
384;20175;1480979;23;56;7695;29.11.2018;6;1283
385;10126;1078250;21;56;10524;01.12.2018;12;877
386;63009;1273023;23;56;7442;01.12.2018;6;1241
387;74359;1535651;12;56;6584;01.12.2018;12;549
388;104784;1365257;9;56;5603;03.12.2018;12;467
389;14416;1315574;23;56;15936;03.12.2018;12;1328
390;37417;1500377;20;56;5147;03.12.2018;12;429
391;11460;1273151;23;56;8741;04.12.2018;6;1457
392;18281;190241;20;56;3857;04.12.2018;12;322
393;97949;1192401;23;56;15105;05.12.2018;6;2518
394;65209;1500374;23;56;4012;09.12.2018;12;335
395;50030;1595246;18;56;25697;09.12.2018;6;4283
396;99720;1130456;18;56;6169;10.12.2018;6;1029
397;37348;1495160;23;56;11486;12.12.2018;12;958
398;317;1135218;9;56;6743;12.12.2018;12;562
399;97855;1595246;18;56;25793;13.12.2018;6;4299
400;60951;1527863;8;56;17940;15.12.2018;12;1495
401;79185;1315635;19;56;15244;17.12.2018;6;2541
402;97620;1342616;20;56;5945;17.12.2018;6;991
403;42564;1130424;23;56;5223;17.12.2018;12;436
404;114525;1595246;23;56;25769;17.12.2018;6;4295
405;28166;1500377;20;56;4708;20.12.2018;6;785
406;97944;1642852;8;56;6710;20.12.2018;6;1119
407;80493;1130456;9;56;6290;20.12.2018;12;525
408;41790;1429795;21;56;17414;21.12.2018;6;2903
409;115200;1661048;23;56;6634;22.12.2018;12;553
410;80413;1429795;21;56;17491;23.12.2018;12;1458
411;72593;1078250;17;56;10247;23.12.2018;6;1708
412;77545;543453;20;56;6218;24.12.2018;12;519
413;51154;1642852;8;56;6375;25.12.2018;6;1063
414;50140;1315635;21;56;15554;26.12.2018;12;1297
415;94631;1014066;23;56;6479;26.12.2018;6;1080
416;1207;1437890;20;56;7624;26.12.2018;6;1271
417;41220;1527863;23;56;17997;28.12.2018;6;3000
418;59577;1500374;20;56;4295;01.01.2019;12;358
419;108169;1082893;23;56;10167;01.01.2019;6;1695
420;94379;756658;9;56;8099;02.01.2019;6;1350
421;61491;603203;9;56;3631;04.01.2019;6;606
422;50267;1500377;20;56;4825;04.01.2019;6;805
423;15572;1273175;9;56;9454;04.01.2019;12;788
424;95946;1595246;18;56;25626;05.01.2019;6;4271
425;7415;1082893;4;56;10126;06.01.2019;6;1688
426;38627;1661048;20;56;6820;06.01.2019;12;569
427;32818;756658;18;56;8228;06.01.2019;6;1372
428;10503;1495160;23;56;11301;07.01.2019;12;942
429;111384;1130456;9;56;6029;07.01.2019;12;503
430;100019;1535651;14;56;6676;08.01.2019;6;1113
431;61496;1192400;9;56;11922;09.01.2019;6;1987
432;66376;1078250;17;56;10382;10.01.2019;6;1731
433;21506;1642852;2;56;6391;10.01.2019;12;533
434;102225;1135218;23;56;6427;11.01.2019;6;1072
435;106724;1342586;9;56;6159;11.01.2019;12;514
436;17463;1078250;20;56;10471;12.01.2019;6;1746
437;40114;1273023;9;56;7437;14.01.2019;12;620
438;15852;1342586;9;56;6262;15.01.2019;6;1044
439;9212;1192400;17;56;11920;15.01.2019;6;1987
440;79023;1315570;9;56;14745;15.01.2019;12;1229
441;70394;1411201;23;56;7590;15.01.2019;6;1265
442;75028;1500374;6;56;4174;16.01.2019;6;696
443;19612;1518299;23;56;9837;16.01.2019;6;1640
444;33453;1480979;17;56;7632;16.01.2019;12;636
445;40301;1315570;23;56;14859;17.01.2019;12;1239
446;66838;756658;17;56;8098;17.01.2019;12;675
447;99495;1527863;8;56;18096;17.01.2019;6;3016
448;107665;1082893;17;56;10514;18.01.2019;12;877
449;32770;1437877;23;56;6114;19.01.2019;12;510
450;87591;1342586;9;56;6216;20.01.2019;6;1036
451;333;1450958;20;56;8896;20.01.2019;6;1483
452;99292;1315570;23;56;14592;21.01.2019;12;1216
453;77473;543453;20;56;6090;22.01.2019;6;1015
454;70732;1206206;23;56;17503;25.01.2019;6;2918
455;12812;1500398;23;56;6069;25.01.2019;6;1012
456;35134;887536;18;56;7371;26.01.2019;12;615
457;71754;1135218;23;56;6598;26.01.2019;12;550
458;98292;1130376;9;56;4062;26.01.2019;12;339
459;98359;1342616;20;56;6227;27.01.2019;12;519
460;88081;1411201;20;56;7508;27.01.2019;12;626
461;88012;1480979;20;56;7822;27.01.2019;6;1304
462;60889;1130376;18;56;4375;27.01.2019;12;365
463;42523;1135218;18;56;6584;27.01.2019;12;549
464;22949;1315570;20;56;14605;28.01.2019;12;1218
465;98825;1526820;23;56;60289;30.01.2019;12;5025
466;115094;1277975;9;56;15400;31.01.2019;12;1284
467;64786;1206206;17;56;17542;01.02.2019;6;2924
468;63082;1273175;9;56;9464;01.02.2019;12;789
469;88336;1437890;23;56;7678;02.02.2019;12;640
470;101626;1651721;23;56;4627;05.02.2019;6;772
471;11385;1495160;23;56;11381;05.02.2019;12;949
472;77915;1429795;21;56;17458;06.02.2019;12;1455
473;1551;1273023;19;56;7414;06.02.2019;6;1236
474;61623;1411201;20;56;7862;07.02.2019;12;656
475;50280;1429795;21;56;17382;07.02.2019;12;1449
476;4156;1437877;17;56;6391;11.02.2019;12;533
477;32466;1082893;21;56;10442;12.02.2019;12;871
478;22410;1078250;17;56;10460;13.02.2019;12;872
479;7096;1273023;23;56;7279;14.02.2019;6;1214
480;113586;1078250;12;56;10468;15.02.2019;12;873
481;104528;1130376;20;56;4344;17.02.2019;6;724
482;86483;1315635;9;56;15427;19.02.2019;12;1286
483;72650;603203;23;56;3858;19.02.2019;6;643
484;68989;1500377;23;56;4925;19.02.2019;6;821
485;57499;1480979;23;56;7825;20.02.2019;6;1305
486;26889;1192400;9;56;12291;20.02.2019;6;2049
487;28745;1365257;9;56;5561;22.02.2019;6;927
488;20202;1130456;9;56;5930;24.02.2019;6;989
489;90484;1527863;23;56;17833;24.02.2019;6;2973
490;101005;1130424;20;56;5141;26.02.2019;12;429
491;79783;1661048;20;56;6589;26.02.2019;6;1099
492;27820;1492504;23;56;5156;26.02.2019;12;430
493;23674;1130376;23;56;4006;26.02.2019;6;668
494;30816;603203;9;56;3783;26.02.2019;6;631
495;62776;603203;23;56;3830;27.02.2019;6;639
496;45933;1701611;2;56;9458;28.02.2019;6;1577
497;46140;1535651;20;56;6857;28.02.2019;6;1143
498;35518;1273023;23;56;7213;01.03.2019;6;1203
499;30027;1429795;21;56;17356;02.03.2019;12;1447
500;54876;1273175;23;56;9396;02.03.2019;12;783
501;88232;756658;18;56;7860;02.03.2019;6;1310
502;85800;1130456;17;56;6115;04.03.2019;12;510
503;75348;190241;23;56;4273;04.03.2019;12;357
504;113948;543453;23;56;6099;04.03.2019;12;509
505;99162;1192400;19;56;12277;06.03.2019;12;1024
506;715;1315570;19;56;14641;08.03.2019;6;2441
507;54451;1559876;2;56;4536;09.03.2019;12;378
508;38102;1014066;23;56;6518;11.03.2019;12;544
509;55740;1273023;23;56;7501;11.03.2019;12;626
510;38034;1082893;15;56;10121;12.03.2019;6;1687
511;93629;1453454;21;56;5750;14.03.2019;12;480
512;72126;543453;9;56;6195;15.03.2019;6;1033
513;45559;1526820;20;56;60524;15.03.2019;12;5044
514;107717;190241;2;56;4066;15.03.2019;12;339
515;87378;1437877;20;56;6381;17.03.2019;6;1064
516;69772;1495160;23;56;11552;19.03.2019;6;1926
517;104137;1526820;18;56;60249;20.03.2019;6;10042
518;17755;1277975;9;56;15493;20.03.2019;12;1292
519;52136;1273151;19;56;8784;21.03.2019;12;732
520;29387;543453;9;56;5814;22.03.2019;12;485
521;34216;1500374;6;56;4203;24.03.2019;6;701
522;112899;1500377;20;56;5063;24.03.2019;6;844
523;87005;1192401;23;56;15199;25.03.2019;6;2534
524;77787;1495160;23;56;11368;25.03.2019;6;1895
525;57635;1273023;9;56;7236;26.03.2019;6;1206
526;62617;1480979;19;56;7825;26.03.2019;12;653
527;60227;1437890;17;56;7500;27.03.2019;6;1250
528;74420;756614;18;56;6054;27.03.2019;12;505
529;93287;1535651;12;56;6500;28.03.2019;6;1084
530;86794;1135218;23;56;6663;30.03.2019;12;556
531;72155;1192401;20;56;15397;30.03.2019;12;1284
532;37782;1500410;19;56;6090;30.03.2019;6;1015
